location,date,vehicles
Riegelsberg,2016-01-09T18:00Z,761
Riegelsberg,2016-01-09T19:00Z,702
Riegelsberg,2016-01-09T20:00Z,537
Riegelsberg,2016-01-09T21:00Z,432
Riegelsberg,2016-01-08T21:00Z,525
Riegelsberg,2016-01-09T12:00Z,784
Riegelsberg,2016-01-09T22:00Z,298
Riegelsberg,2016-01-09T23:00Z,327
Holz,2016-01-04,112
Holz,2016-01-04T01:00Z,60
Holz,2016-01-04T02:00Z,41
Holz,2016-01-04T03:00Z,30
Holz,2016-01-04T04:00Z,40
Holz,2016-01-04T05:00Z,192
Holz,2016-01-04T06:00Z,567
Holz,2016-01-04T07:00Z,1205
Holz,2016-01-04T08:00Z,1674
Holz,2016-01-04T09:00Z,953
Holz,2016-01-04T10:00Z,705
Holz,2016-01-04T11:00Z,638
Holz,2016-01-04T12:00Z,658
Holz,2016-01-04T13:00Z,782
Holz,2016-01-04T14:00Z,870
Holz,2016-01-04T15:00Z,1062
Holz,2016-01-04T16:00Z,1125
Holz,2016-01-04T17:00Z,1419
Holz,2016-01-04T18:00Z,1160
Holz,2016-01-04T19:00Z,765
Holz,2016-01-04T20:00Z,479
Holz,2016-01-04T21:00Z,390
Holz,2016-01-04T22:00Z,271
Holz,2016-01-04T23:00Z,300
Holz,2016-01-05,92
Holz,2016-01-05T01:00Z,48
Holz,2016-01-05T02:00Z,40
Holz,2016-01-05T03:00Z,45
Holz,2016-01-05T04:00Z,35
Holz,2016-01-05T05:00Z,167
Holz,2016-01-05T06:00Z,565
Holz,2016-01-05T07:00Z,1191
Holz,2016-01-05T08:00Z,1688
Holz,2016-01-05T09:00Z,1057
Holz,2016-01-05T10:00Z,774
Holz,2016-01-05T11:00Z,632
Holz,2016-01-05T12:00Z,659
Holz,2016-01-05T13:00Z,780
Holz,2016-01-05T14:00Z,852
Holz,2016-01-05T15:00Z,1102
Holz,2016-01-05T16:00Z,1196
Holz,2016-01-05T17:00Z,1455
Holz,2016-01-05T18:00Z,1249
Holz,2016-01-05T19:00Z,840
Holz,2016-01-05T20:00Z,541
Holz,2016-01-05T21:00Z,419
Holz,2016-01-05T22:00Z,295
Holz,2016-01-05T23:00Z,332
Holz,2016-01-06,105
Holz,2016-01-06T01:00Z,50
Holz,2016-01-06T02:00Z,48
Holz,2016-01-06T03:00Z,39
Holz,2016-01-06T04:00Z,48
Holz,2016-01-06T05:00Z,164
Holz,2016-01-06T06:00Z,569
Holz,2016-01-06T07:00Z,1178
Holz,2016-01-06T08:00Z,1681
Holz,2016-01-06T09:00Z,1038
Holz,2016-01-06T10:00Z,754
Holz,2016-01-06T11:00Z,660
Holz,2016-01-06T12:00Z,675
Holz,2016-01-06T13:00Z,867
Holz,2016-01-06T14:00Z,925
Holz,2016-01-06T15:00Z,1194
Holz,2016-01-06T16:00Z,1257
Holz,2016-01-06T17:00Z,1466
Holz,2016-01-06T18:00Z,1335
Holz,2016-01-06T19:00Z,828
Holz,2016-01-06T20:00Z,513
Holz,2016-01-06T21:00Z,450
Holz,2016-01-06T22:00Z,331
Holz,2016-01-06T23:00Z,327
Holz,2016-01-07,129
Holz,2016-01-07T01:00Z,57
Holz,2016-01-07T02:00Z,37
Holz,2016-01-07T03:00Z,43
Holz,2016-01-07T04:00Z,34
Holz,2016-01-07T05:00Z,176
Holz,2016-01-07T06:00Z,582
Holz,2016-01-07T07:00Z,1154
Holz,2016-01-07T08:00Z,1700
Holz,2016-01-07T09:00Z,1137
Holz,2016-01-07T10:00Z,785
Holz,2016-01-07T11:00Z,635
Holz,2016-01-07T12:00Z,672
Holz,2016-01-07T13:00Z,848
Holz,2016-01-07T14:00Z,894
Holz,2016-01-07T15:00Z,1166
Holz,2016-01-07T16:00Z,1183
Holz,2016-01-07T17:00Z,1457
Holz,2016-01-07T18:00Z,1218
Holz,2016-01-07T19:00Z,951
Holz,2016-01-07T20:00Z,561
Holz,2016-01-07T21:00Z,438
Holz,2016-01-07T22:00Z,336
Holz,2016-01-07T23:00Z,301
Holz,2016-01-08,128
Holz,2016-01-08T01:00Z,66
Holz,2016-01-08T02:00Z,40
Holz,2016-01-08T03:00Z,46
Holz,2016-01-08T04:00Z,47
Holz,2016-01-08T05:00Z,167
Holz,2016-01-08T06:00Z,548
Holz,2016-01-08T07:00Z,1128
Holz,2016-01-08T08:00Z,1553
Holz,2016-01-08T09:00Z,1002
Holz,2016-01-08T10:00Z,735
Holz,2016-01-08T11:00Z,688
Holz,2016-01-08T12:00Z,713
Holz,2016-01-08T13:00Z,986
Holz,2016-01-08T14:00Z,1175
Holz,2016-01-08T15:00Z,1360
Holz,2016-01-08T16:00Z,1376
Holz,2016-01-08T17:00Z,1344
Holz,2016-01-08T18:00Z,1181
Holz,2016-01-08T19:00Z,1002
Holz,2016-01-08T20:00Z,704
Holz,2016-01-08T21:00Z,500
Holz,2016-01-08T22:00Z,382
Holz,2016-01-08T23:00Z,402
Holz,2016-01-09,208
Holz,2016-01-09T01:00Z,175
Holz,2016-01-09T02:00Z,90
Holz,2016-01-09T03:00Z,54
Holz,2016-01-09T04:00Z,60
Holz,2016-01-09T05:00Z,93
Holz,2016-01-09T06:00Z,197
Holz,2016-01-09T07:00Z,246
Holz,2016-01-09T08:00Z,272
Holz,2016-01-09T09:00Z,380
Holz,2016-01-09T10:00Z,513
Holz,2016-01-09T11:00Z,574
Holz,2016-01-09T12:00Z,672
Holz,2016-01-09T13:00Z,737
Holz,2016-01-09T14:00Z,804
Holz,2016-01-09T15:00Z,817
Holz,2016-01-09T16:00Z,746
Holz,2016-01-09T17:00Z,730
Holz,2016-01-09T18:00Z,695
Holz,2016-01-09T19:00Z,697
Holz,2016-01-09T20:00Z,438
Holz,2016-01-09T21:00Z,360
Holz,2016-01-09T22:00Z,262
Holz,2016-01-09T23:00Z,270
Göttelborn,2016-01-04T01:00Z,64
Göttelborn,2016-01-04,124
Göttelborn,2016-01-04T02:00Z,54
Göttelborn,2016-01-04T05:00Z,181
Göttelborn,2016-01-04T04:00Z,53
Göttelborn,2016-01-04T06:00Z,533
Göttelborn,2016-01-04T07:00Z,1222
Göttelborn,2016-01-04T08:00Z,1625
Göttelborn,2016-01-04T09:00Z,1052
Göttelborn,2016-01-04T10:00Z,710
Göttelborn,2016-01-04T12:00Z,661
Göttelborn,2016-01-04T11:00Z,634
Göttelborn,2016-01-04T13:00Z,791
Göttelborn,2016-01-04T15:00Z,1055
Göttelborn,2016-01-04T14:00Z,899
Göttelborn,2016-01-04T03:00Z,48
Göttelborn,2016-01-04T17:00Z,1428
Göttelborn,2016-01-04T16:00Z,1138
Göttelborn,2016-01-04T18:00Z,1176
Göttelborn,2016-01-04T19:00Z,779
Göttelborn,2016-01-04T21:00Z,398
Göttelborn,2016-01-04T20:00Z,475
Göttelborn,2016-01-04T22:00Z,261
Göttelborn,2016-01-04T23:00Z,271
Göttelborn,2016-01-05,97
Göttelborn,2016-01-05T02:00Z,46
Göttelborn,2016-01-05T01:00Z,50
Göttelborn,2016-01-05T03:00Z,65
Göttelborn,2016-01-05T04:00Z,43
Göttelborn,2016-01-05T05:00Z,160
Göttelborn,2016-01-05T08:00Z,1671
Göttelborn,2016-01-05T09:00Z,1066
Göttelborn,2016-01-05T10:00Z,777
Göttelborn,2016-01-05T11:00Z,667
Göttelborn,2016-01-05T12:00Z,694
Göttelborn,2016-01-05T13:00Z,787
Göttelborn,2016-01-05T06:00Z,535
Göttelborn,2016-01-05T16:00Z,1199
Göttelborn,2016-01-05T15:00Z,1061
Göttelborn,2016-01-05T17:00Z,1465
Göttelborn,2016-01-05T19:00Z,845
Göttelborn,2016-01-05T18:00Z,1261
Göttelborn,2016-01-05T20:00Z,559
Göttelborn,2016-01-05T07:00Z,1191
Göttelborn,2016-01-05T22:00Z,266
Göttelborn,2016-01-05T23:00Z,334
Göttelborn,2016-01-06,109
Göttelborn,2016-01-06T02:00Z,54
Göttelborn,2016-01-06T01:00Z,62
Göttelborn,2016-01-06T03:00Z,59
Göttelborn,2016-01-06T05:00Z,156
Göttelborn,2016-01-06T04:00Z,56
Göttelborn,2016-01-06T06:00Z,527
Göttelborn,2016-01-06T07:00Z,1163
Göttelborn,2016-01-06T08:00Z,1671
Göttelborn,2016-01-06T09:00Z,1046
Göttelborn,2016-01-06T11:00Z,678
Göttelborn,2016-01-06T12:00Z,697
Göttelborn,2016-01-06T10:00Z,804
Göttelborn,2016-01-06T13:00Z,896
Göttelborn,2016-01-06T15:00Z,1183
Göttelborn,2016-01-06T14:00Z,932
Göttelborn,2016-01-06T16:00Z,1279
Göttelborn,2016-01-06T18:00Z,1330
Göttelborn,2016-01-05T14:00Z,903
Göttelborn,2016-01-06T19:00Z,849
Göttelborn,2016-01-06T21:00Z,414
Göttelborn,2016-01-06T20:00Z,517
Göttelborn,2016-01-06T22:00Z,338
Göttelborn,2016-01-06T23:00Z,304
Göttelborn,2016-01-05T21:00Z,409
Göttelborn,2016-01-07T01:00Z,61
Göttelborn,2016-01-07T03:00Z,53
Göttelborn,2016-01-07T04:00Z,49
Göttelborn,2016-01-07T02:00Z,51
Göttelborn,2016-01-07T05:00Z,163
Göttelborn,2016-01-07T06:00Z,541
Göttelborn,2016-01-06T17:00Z,1502
Göttelborn,2016-01-07,133
Göttelborn,2016-01-07T07:00Z,1180
Göttelborn,2016-01-07T08:00Z,1677
Göttelborn,2016-01-07T09:00Z,1129
Göttelborn,2016-01-07T10:00Z,836
Göttelborn,2016-01-07T11:00Z,687
Göttelborn,2016-01-07T12:00Z,711
Göttelborn,2016-01-07T14:00Z,932
Göttelborn,2016-01-07T13:00Z,847
Göttelborn,2016-01-07T17:00Z,1501
Göttelborn,2016-01-07T18:00Z,1228
Göttelborn,2016-01-07T19:00Z,969
Göttelborn,2016-01-07T20:00Z,591
Göttelborn,2016-01-07T21:00Z,434
Göttelborn,2016-01-07T22:00Z,341
Göttelborn,2016-01-07T15:00Z,1179
Göttelborn,2016-01-07T23:00Z,272
Göttelborn,2016-01-08,136
Göttelborn,2016-01-08T01:00Z,75
Göttelborn,2016-01-08T03:00Z,53
Göttelborn,2016-01-08T04:00Z,55
Göttelborn,2016-01-07T16:00Z,1176
Göttelborn,2016-01-08T02:00Z,47
Göttelborn,2016-01-08T05:00Z,159
Göttelborn,2016-01-08T06:00Z,505
Göttelborn,2016-01-08T08:00Z,1550
Göttelborn,2016-01-08T07:00Z,1131
Göttelborn,2016-01-08T10:00Z,742
Göttelborn,2016-01-08T09:00Z,1066
Göttelborn,2016-01-08T13:00Z,1012
Göttelborn,2016-01-08T14:00Z,1169
Göttelborn,2016-01-08T15:00Z,1351
Göttelborn,2016-01-08T16:00Z,1352
Göttelborn,2016-01-08T17:00Z,1342
Göttelborn,2016-01-08T18:00Z,1235
Göttelborn,2016-01-08T19:00Z,1010
Göttelborn,2016-01-08T20:00Z,710
Göttelborn,2016-01-08T21:00Z,513
Göttelborn,2016-01-08T22:00Z,389
Göttelborn,2016-01-08T23:00Z,402
Göttelborn,2016-01-09,208
Göttelborn,2016-01-09T01:00Z,162
Göttelborn,2016-01-09T02:00Z,98
Göttelborn,2016-01-09T03:00Z,71
Göttelborn,2016-01-09T04:00Z,71
Göttelborn,2016-01-09T05:00Z,91
Göttelborn,2016-01-09T06:00Z,184
Göttelborn,2016-01-09T07:00Z,243
Göttelborn,2016-01-09T08:00Z,304
Göttelborn,2016-01-09T09:00Z,406
Göttelborn,2016-01-09T10:00Z,572
Göttelborn,2016-01-09T11:00Z,620
Göttelborn,2016-01-09T12:00Z,721
Göttelborn,2016-01-09T13:00Z,813
Göttelborn,2016-01-09T14:00Z,873
Göttelborn,2016-01-09T15:00Z,873
Göttelborn,2016-01-09T16:00Z,783
Göttelborn,2016-01-09T17:00Z,794
Göttelborn,2016-01-09T18:00Z,753
Göttelborn,2016-01-09T19:00Z,721
Göttelborn,2016-01-09T20:00Z,503
Göttelborn,2016-01-09T21:00Z,395
Göttelborn,2016-01-09T22:00Z,265
Göttelborn,2016-01-09T23:00Z,281
Göttelborn,2016-01-08T11:00Z,709
Göttelborn,2016-01-08T12:00Z,718
Illingen,2016-01-04,194
Illingen,2016-01-04T01:00Z,102
Illingen,2016-01-04T02:00Z,98
Illingen,2016-01-04T03:00Z,78
Illingen,2016-01-04T04:00Z,99
Illingen,2016-01-04T05:00Z,339
Illingen,2016-01-04T06:00Z,1020
Illingen,2016-01-04T07:00Z,2334
Illingen,2016-01-04T08:00Z,3124
Illingen,2016-01-04T09:00Z,1987
Illingen,2016-01-04T10:00Z,1481
Illingen,2016-01-04T11:00Z,1326
Illingen,2016-01-04T12:00Z,1369
Illingen,2016-01-04T13:00Z,1599
Illingen,2016-01-04T14:00Z,1778
Illingen,2016-01-04T15:00Z,2025
Illingen,2016-01-04T16:00Z,2242
Illingen,2016-01-04T17:00Z,2827
Illingen,2016-01-04T18:00Z,2378
Illingen,2016-01-04T19:00Z,1535
Illingen,2016-01-04T20:00Z,910
Illingen,2016-01-04T21:00Z,745
Illingen,2016-01-04T22:00Z,477
Illingen,2016-01-04T23:00Z,454
Illingen,2016-01-05,172
Illingen,2016-01-05T01:00Z,89
Illingen,2016-01-05T02:00Z,79
Illingen,2016-01-05T03:00Z,100
Illingen,2016-01-05T04:00Z,92
Illingen,2016-01-05T06:00Z,1023
Illingen,2016-01-05T08:00Z,3014
Illingen,2016-01-05T10:00Z,1571
Illingen,2016-01-05T09:00Z,2113
Illingen,2016-01-05T11:00Z,1370
Illingen,2016-01-05T13:00Z,1644
Illingen,2016-01-05T12:00Z,1402
Illingen,2016-01-05T07:00Z,2279
Illingen,2016-01-05T05:00Z,299
Illingen,2016-01-05T17:00Z,2821
Illingen,2016-01-05T16:00Z,2380
Illingen,2016-01-05T18:00Z,2548
Illingen,2016-01-05T20:00Z,1047
Illingen,2016-01-05T19:00Z,1737
Illingen,2016-01-05T21:00Z,781
Illingen,2016-01-05T23:00Z,618
Illingen,2016-01-06,203
Illingen,2016-01-06T01:00Z,111
Illingen,2016-01-06T02:00Z,80
Illingen,2016-01-06T03:00Z,83
Illingen,2016-01-06T04:00Z,124
Illingen,2016-01-06T05:00Z,317
Illingen,2016-01-06T06:00Z,981
Illingen,2016-01-06T07:00Z,2354
Illingen,2016-01-06T08:00Z,3123
Illingen,2016-01-06T09:00Z,2147
Illingen,2016-01-06T10:00Z,1581
Illingen,2016-01-06T11:00Z,1422
Illingen,2016-01-06T12:00Z,1448
Illingen,2016-01-06T13:00Z,1696
Illingen,2016-01-06T14:00Z,1904
Illingen,2016-01-06T15:00Z,2264
Illingen,2016-01-06T16:00Z,2440
Illingen,2016-01-06T17:00Z,2950
Illingen,2016-01-06T18:00Z,2583
Illingen,2016-01-06T19:00Z,1724
Illingen,2016-01-06T20:00Z,1058
Illingen,2016-01-06T21:00Z,782
Illingen,2016-01-06T22:00Z,576
Illingen,2016-01-06T23:00Z,505
Illingen,2016-01-07,229
Illingen,2016-01-07T01:00Z,125
Illingen,2016-01-07T02:00Z,74
Illingen,2016-01-07T03:00Z,84
Illingen,2016-01-07T04:00Z,113
Illingen,2016-01-07T05:00Z,317
Illingen,2016-01-07T06:00Z,1052
Illingen,2016-01-07T07:00Z,2330
Illingen,2016-01-07T08:00Z,3189
Illingen,2016-01-07T09:00Z,2182
Illingen,2016-01-07T10:00Z,1605
Illingen,2016-01-07T11:00Z,1517
Illingen,2016-01-07T12:00Z,1509
Illingen,2016-01-07T13:00Z,1759
Illingen,2016-01-07T14:00Z,1788
Illingen,2016-01-07T15:00Z,2209
Illingen,2016-01-07T16:00Z,2457
Illingen,2016-01-07T17:00Z,2917
Illingen,2016-01-07T18:00Z,2507
Illingen,2016-01-07T19:00Z,1917
Illingen,2016-01-07T20:00Z,1162
Illingen,2016-01-05T14:00Z,1787
Illingen,2016-01-07T21:00Z,817
Illingen,2016-01-07T22:00Z,591
Illingen,2016-01-05T15:00Z,2119
Illingen,2016-01-05T22:00Z,509
Illingen,2016-01-08T02:00Z,89
Illingen,2016-01-08T03:00Z,70
Illingen,2016-01-08T04:00Z,124
Illingen,2016-01-08T05:00Z,293
Illingen,2016-01-08,283
Illingen,2016-01-08T06:00Z,1020
Illingen,2016-01-08T07:00Z,2280
Illingen,2016-01-07T23:00Z,468
Illingen,2016-01-08T01:00Z,141
Illingen,2016-01-08T11:00Z,1464
Illingen,2016-01-08T12:00Z,1548
Illingen,2016-01-08T13:00Z,2048
Illingen,2016-01-08T14:00Z,2298
Illingen,2016-01-08T15:00Z,2660
Illingen,2016-01-08T16:00Z,2809
Illingen,2016-01-08T17:00Z,2831
Illingen,2016-01-08T18:00Z,2529
Illingen,2016-01-08T09:00Z,2121
Illingen,2016-01-08T19:00Z,1916
Illingen,2016-01-08T20:00Z,1410
Illingen,2016-01-08T21:00Z,951
Illingen,2016-01-08T22:00Z,658
Illingen,2016-01-09,394
Illingen,2016-01-08T23:00Z,689
Illingen,2016-01-09T02:00Z,179
Illingen,2016-01-09T01:00Z,263
Illingen,2016-01-09T03:00Z,133
Illingen,2016-01-09T04:00Z,135
Illingen,2016-01-09T05:00Z,175
Illingen,2016-01-08T10:00Z,1565
Illingen,2016-01-09T07:00Z,443
Illingen,2016-01-09T08:00Z,585
Illingen,2016-01-09T10:00Z,1090
Illingen,2016-01-09T09:00Z,855
Illingen,2016-01-08T08:00Z,2961
Illingen,2016-01-09T06:00Z,334
Illingen,2016-01-09T11:00Z,1343
Illingen,2016-01-09T12:00Z,1385
Illingen,2016-01-09T13:00Z,1596
Illingen,2016-01-09T14:00Z,1682
Illingen,2016-01-09T15:00Z,1703
Illingen,2016-01-09T16:00Z,1588
Illingen,2016-01-09T17:00Z,1516
Illingen,2016-01-09T18:00Z,1616
Illingen,2016-01-09T19:00Z,1391
Illingen,2016-01-09T20:00Z,1038
Illingen,2016-01-09T21:00Z,755
Illingen,2016-01-09T22:00Z,480
Illingen,2016-01-09T23:00Z,502
AS Eppelborn,2016-01-04,158
AS Eppelborn,2016-01-04T02:00Z,84
AS Eppelborn,2016-01-04T03:00Z,63
AS Eppelborn,2016-01-04T04:00Z,70
AS Eppelborn,2016-01-04T05:00Z,235
AS Eppelborn,2016-01-04T06:00Z,623
AS Eppelborn,2016-01-04T07:00Z,1493
AS Eppelborn,2016-01-04T09:00Z,1270
AS Eppelborn,2016-01-04T10:00Z,1058
AS Eppelborn,2016-01-04T11:00Z,953
AS Eppelborn,2016-01-04T12:00Z,963
AS Eppelborn,2016-01-04T13:00Z,1119
AS Eppelborn,2016-01-04T14:00Z,1123
AS Eppelborn,2016-01-04T15:00Z,1293
AS Eppelborn,2016-01-04T16:00Z,1397
AS Eppelborn,2016-01-04T17:00Z,1691
AS Eppelborn,2016-01-04T18:00Z,1428
AS Eppelborn,2016-01-04T19:00Z,879
AS Eppelborn,2016-01-04T20:00Z,588
AS Eppelborn,2016-01-04T21:00Z,505
AS Eppelborn,2016-01-04T22:00Z,325
AS Eppelborn,2016-01-05,121
AS Eppelborn,2016-01-04T23:00Z,220
AS Eppelborn,2016-01-05T01:00Z,74
AS Eppelborn,2016-01-05T02:00Z,57
AS Eppelborn,2016-01-05T04:00Z,83
AS Eppelborn,2016-01-05T03:00Z,103
AS Eppelborn,2016-01-05T05:00Z,217
AS Eppelborn,2016-01-05T07:00Z,1455
AS Eppelborn,2016-01-05T06:00Z,611
AS Eppelborn,2016-01-05T08:00Z,1783
AS Eppelborn,2016-01-05T09:00Z,1395
AS Eppelborn,2016-01-05T11:00Z,1029
AS Eppelborn,2016-01-04T08:00Z,1905
AS Eppelborn,2016-01-04T01:00Z,85
AS Eppelborn,2016-01-05T10:00Z,1151
AS Eppelborn,2016-01-05T12:00Z,982
AS Eppelborn,2016-01-05T13:00Z,1149
AS Eppelborn,2016-01-05T14:00Z,1205
AS Eppelborn,2016-01-05T15:00Z,1320
AS Eppelborn,2016-01-05T16:00Z,1555
AS Eppelborn,2016-01-05T20:00Z,685
AS Eppelborn,2016-01-05T21:00Z,501
AS Eppelborn,2016-01-05T22:00Z,334
AS Eppelborn,2016-01-05T23:00Z,379
AS Eppelborn,2016-01-06,157
AS Eppelborn,2016-01-06T01:00Z,85
AS Eppelborn,2016-01-06T02:00Z,63
AS Eppelborn,2016-01-06T03:00Z,74
AS Eppelborn,2016-01-06T04:00Z,113
AS Eppelborn,2016-01-06T05:00Z,220
AS Eppelborn,2016-01-06T06:00Z,622
AS Eppelborn,2016-01-06T07:00Z,1463
AS Eppelborn,2016-01-06T08:00Z,1855
AS Eppelborn,2016-01-06T09:00Z,1469
AS Eppelborn,2016-01-06T10:00Z,1137
AS Eppelborn,2016-01-06T11:00Z,996
AS Eppelborn,2016-01-06T12:00Z,1031
AS Eppelborn,2016-01-06T13:00Z,1199
AS Eppelborn,2016-01-05T17:00Z,1829
AS Eppelborn,2016-01-05T18:00Z,1683
AS Eppelborn,2016-01-05T19:00Z,1069
AS Eppelborn,2016-01-06T14:00Z,1298
AS Eppelborn,2016-01-06T15:00Z,1430
AS Eppelborn,2016-01-06T16:00Z,1562
AS Eppelborn,2016-01-06T17:00Z,1852
AS Eppelborn,2016-01-06T18:00Z,1752
AS Eppelborn,2016-01-06T22:00Z,353
AS Eppelborn,2016-01-06T23:00Z,311
AS Eppelborn,2016-01-07,159
AS Eppelborn,2016-01-07T01:00Z,97
AS Eppelborn,2016-01-07T02:00Z,60
AS Eppelborn,2016-01-07T03:00Z,79
AS Eppelborn,2016-01-07T04:00Z,99
AS Eppelborn,2016-01-07T05:00Z,233
AS Eppelborn,2016-01-07T06:00Z,624
AS Eppelborn,2016-01-07T07:00Z,1411
AS Eppelborn,2016-01-07T08:00Z,1902
AS Eppelborn,2016-01-07T09:00Z,1430
AS Eppelborn,2016-01-07T10:00Z,1206
AS Eppelborn,2016-01-07T11:00Z,1036
AS Eppelborn,2016-01-07T12:00Z,1112
AS Eppelborn,2016-01-07T13:00Z,1230
AS Eppelborn,2016-01-07T14:00Z,1276
AS Eppelborn,2016-01-07T15:00Z,1426
AS Eppelborn,2016-01-06T19:00Z,1172
AS Eppelborn,2016-01-06T20:00Z,710
AS Eppelborn,2016-01-06T21:00Z,492
AS Eppelborn,2016-01-07T16:00Z,1612
AS Eppelborn,2016-01-07T17:00Z,1867
AS Eppelborn,2016-01-07T18:00Z,1638
AS Eppelborn,2016-01-07T19:00Z,1285
AS Eppelborn,2016-01-07T20:00Z,814
AS Eppelborn,2016-01-08,181
AS Eppelborn,2016-01-08T01:00Z,100
AS Eppelborn,2016-01-08T02:00Z,79
AS Eppelborn,2016-01-08T03:00Z,80
AS Eppelborn,2016-01-08T04:00Z,97
AS Eppelborn,2016-01-08T05:00Z,202
AS Eppelborn,2016-01-08T06:00Z,605
AS Eppelborn,2016-01-08T07:00Z,1390
AS Eppelborn,2016-01-08T08:00Z,1774
AS Eppelborn,2016-01-08T09:00Z,1324
AS Eppelborn,2016-01-08T10:00Z,1091
AS Eppelborn,2016-01-08T11:00Z,1047
AS Eppelborn,2016-01-08T12:00Z,1115
AS Eppelborn,2016-01-08T13:00Z,1415
AS Eppelborn,2016-01-08T14:00Z,1550
AS Eppelborn,2016-01-08T15:00Z,1780
AS Eppelborn,2016-01-08T16:00Z,1922
AS Eppelborn,2016-01-08T17:00Z,1921
AS Eppelborn,2016-01-07T21:00Z,537
AS Eppelborn,2016-01-07T22:00Z,348
AS Eppelborn,2016-01-07T23:00Z,278
AS Eppelborn,2016-01-08T18:00Z,1707
AS Eppelborn,2016-01-08T19:00Z,1339
AS Eppelborn,2016-01-08T20:00Z,960
AS Eppelborn,2016-01-08T21:00Z,653
AS Eppelborn,2016-01-08T22:00Z,456
AS Eppelborn,2016-01-09T02:00Z,103
AS Eppelborn,2016-01-09T03:00Z,90
AS Eppelborn,2016-01-09T04:00Z,89
AS Eppelborn,2016-01-09T05:00Z,117
AS Eppelborn,2016-01-09T06:00Z,218
AS Eppelborn,2016-01-09T07:00Z,308
AS Eppelborn,2016-01-09T08:00Z,428
AS Eppelborn,2016-01-09T09:00Z,603
AS Eppelborn,2016-01-09T10:00Z,807
AS Eppelborn,2016-01-09T11:00Z,965
AS Eppelborn,2016-01-09T12:00Z,1011
AS Eppelborn,2016-01-09T13:00Z,1090
AS Eppelborn,2016-01-09T14:00Z,1140
AS Eppelborn,2016-01-09T15:00Z,1157
AS Eppelborn,2016-01-09T16:00Z,1044
AS Eppelborn,2016-01-09T17:00Z,1007
AS Eppelborn,2016-01-09T18:00Z,1068
AS Eppelborn,2016-01-09T19:00Z,887
AS Eppelborn,2016-01-08T23:00Z,406
AS Eppelborn,2016-01-09,252
AS Eppelborn,2016-01-09T01:00Z,145
AS Eppelborn,2016-01-09T20:00Z,685
AS Eppelborn,2016-01-09T21:00Z,522
AS Eppelborn,2016-01-09T22:00Z,353
AS Eppelborn,2016-01-09T23:00Z,308
Hasborn,2016-01-04,153
Hasborn,2016-01-04T01:00Z,96
Hasborn,2016-01-04T02:00Z,75
Hasborn,2016-01-04T03:00Z,64
Hasborn,2016-01-04T04:00Z,67
Hasborn,2016-01-04T05:00Z,237
Hasborn,2016-01-04T06:00Z,524
Hasborn,2016-01-04T10:00Z,932
Hasborn,2016-01-04T11:00Z,864
Hasborn,2016-01-04T12:00Z,906
Hasborn,2016-01-04T13:00Z,994
Hasborn,2016-01-04T14:00Z,981
Hasborn,2016-01-04T15:00Z,1145
Hasborn,2016-01-04T16:00Z,1144
Hasborn,2016-01-04T17:00Z,1462
Hasborn,2016-01-04T18:00Z,1299
Hasborn,2016-01-04T08:00Z,1536
Hasborn,2016-01-04T19:00Z,878
Hasborn,2016-01-04T20:00Z,556
Hasborn,2016-01-04T21:00Z,432
Hasborn,2016-01-04T07:00Z,1237
Hasborn,2016-01-04T09:00Z,1113
Hasborn,2016-01-05T01:00Z,66
Hasborn,2016-01-04T23:00Z,244
Hasborn,2016-01-05T03:00Z,92
Hasborn,2016-01-05T02:00Z,57
Hasborn,2016-01-05T04:00Z,75
Hasborn,2016-01-05T05:00Z,200
Hasborn,2016-01-05T06:00Z,508
Hasborn,2016-01-05T08:00Z,1441
Hasborn,2016-01-05T07:00Z,1202
Hasborn,2016-01-05T09:00Z,1203
Hasborn,2016-01-05T10:00Z,997
Hasborn,2016-01-05T12:00Z,828
Hasborn,2016-01-05T11:00Z,950
Hasborn,2016-01-05T13:00Z,993
Hasborn,2016-01-05T15:00Z,1154
Hasborn,2016-01-05T14:00Z,1083
Hasborn,2016-01-05T16:00Z,1304
Hasborn,2016-01-05T18:00Z,1385
Hasborn,2016-01-05T17:00Z,1486
Hasborn,2016-01-04T22:00Z,287
Hasborn,2016-01-05,119
Hasborn,2016-01-05T19:00Z,915
Hasborn,2016-01-05T20:00Z,577
Hasborn,2016-01-05T21:00Z,436
Hasborn,2016-01-05T22:00Z,296
Hasborn,2016-01-05T23:00Z,309
Hasborn,2016-01-06T03:00Z,73
Hasborn,2016-01-06T04:00Z,97
Hasborn,2016-01-06T05:00Z,195
Hasborn,2016-01-06T06:00Z,513
Hasborn,2016-01-06T07:00Z,1199
Hasborn,2016-01-06T08:00Z,1520
Hasborn,2016-01-06T09:00Z,1257
Hasborn,2016-01-06T10:00Z,1043
Hasborn,2016-01-06T11:00Z,919
Hasborn,2016-01-06T12:00Z,909
Hasborn,2016-01-06T13:00Z,1068
Hasborn,2016-01-06T14:00Z,1135
Hasborn,2016-01-06T15:00Z,1225
Hasborn,2016-01-06T16:00Z,1323
Hasborn,2016-01-06T17:00Z,1638
Hasborn,2016-01-06T18:00Z,1370
Hasborn,2016-01-06T19:00Z,943
Hasborn,2016-01-06T20:00Z,624
Hasborn,2016-01-06,144
Hasborn,2016-01-06T01:00Z,75
Hasborn,2016-01-06T02:00Z,67
Hasborn,2016-01-06T21:00Z,419
